node_id,random_community_feature,community_id,is_outlier
80,44.88420493786379,0,1
90,35.36227456301782,0,1
165,35.76826289745185,0,1
191,35.45467965966638,0,1
196,43.485161762763866,0,1
267,41.75851267389485,0,1
272,35.92578143353565,0,1
299,49.39197330043745,0,1
315,40.315927258860995,0,1
319,50.23502242075176,0,1
321,45.16777989742839,0,1
342,43.18889548771112,0,1
397,38.33286568133028,0,1
423,42.388420751296124,0,1
434,52.2580863973757,0,1
450,37.529936459196115,0,1
457,33.11737345783797,0,1
477,35.570190709059915,0,1
484,53.052199815641664,0,1
515,53.72690970943873,0,1
563,32.226908426112715,0,1
600,54.995472246956425,0,1
613,41.26213211874535,0,1
629,48.65531785513471,0,1
639,42.830138785154155,0,1
661,46.11738405340782,0,1
668,40.27442426123599,0,1
673,35.748451121851275,0,1
703,38.09416814085788,0,1
858,35.34900774186453,0,1
0,-7.979075485095574,1,0
3,-18.720594517424956,1,0
4,12.764118030689346,1,0
8,-6.879872357433131,1,0
12,-3.259730728838731,1,0
24,-16.276965410920774,1,0
25,11.846704083679622,1,0
36,-23.233979454840828,1,0
43,1.3276473482916327,1,0
45,-16.510541583225212,1,0
56,-26.894118798694283,1,0
63,-18.95338821149391,1,0
65,-24.515192123066548,1,0
78,-14.072830146739463,1,0
106,-16.303568391490643,1,0
108,-4.812959620918747,1,0
119,-0.3497626784857317,1,0
125,-12.921187094404836,1,0
128,-10.777384565664546,1,0
130,-5.22006858609879,1,0
132,-19.84506270348868,1,0
135,2.1732157083593506,1,0
142,4.538425513761245,1,0
151,-6.728721644268859,1,0
152,31.927722428935486,1,0
158,5.865729725696028,1,0
162,-12.30109934646432,1,0
163,-16.710050500561614,1,0
168,-14.416583583632491,1,0
180,-19.172005979010713,1,0
197,9.594009940136932,1,0
198,-22.63132785537926,1,0
206,-11.75153667259927,1,0
210,-19.65835442710652,1,0
212,8.136715557160752,1,0
218,-35.34694403750312,1,0
219,-16.71567373650998,1,0
222,-12.47105149038154,1,0
226,-4.686173510008639,1,0
231,-2.188968222557408,1,0
234,-14.127384608696842,1,0
237,7.129156834841641,1,0
244,-4.767374699818891,1,0
245,33.21468209856154,1,0
248,-36.93061305759102,1,0
261,0.6284673814160247,1,0
266,-28.758895262784144,1,0
291,-24.39906478650748,1,0
292,24.701100390102827,1,0
293,20.462177469285493,1,0
305,-43.06773352988756,1,0
309,-14.250595013697703,1,0
313,-11.482062272888692,1,0
320,-47.928656592968835,1,0
324,-11.181837341874267,1,0
330,-3.380911641392623,1,0
332,-6.487298293311877,1,0
335,-45.50604544671779,1,0
348,9.222164651761858,1,0
368,-6.006036999829246,1,0
370,-11.412625392323957,1,0
377,-23.62075966213693,1,0
392,2.2402387409401125,1,0
395,5.880023762531291,1,0
401,-18.82558602289187,1,0
402,-8.739823456857994,1,0
413,4.269801832491538,1,0
419,-44.802441470176305,1,0
424,-8.247814176738355,1,0
430,-43.97227901496127,1,0
431,-26.602595780817943,1,0
438,-2.0328597708804512,1,0
440,-12.867316428889785,1,0
442,-17.37971519506333,1,0
446,-15.54219041405767,1,0
447,4.6439947468347516,1,0
448,2.1497591224285255,1,0
458,-24.209588414199843,1,0
462,-5.152207113244782,1,0
463,-18.62647702739921,1,0
479,32.09747558686702,1,0
481,-23.36430728772256,1,0
491,-15.8393732486748,1,0
493,-16.475433881271556,1,0
499,-18.06578686374339,1,0
503,-7.83095299822391,1,0
504,-5.503137216766231,1,0
506,-38.875663443231964,1,0
507,-20.43139197807688,1,0
508,-33.616084871555756,1,0
509,11.489148717777603,1,0
510,33.17364656394969,1,0
512,14.083041260596197,1,0
516,-4.212006842353398,1,0
523,7.719179692398029,1,0
525,-7.377438322566427,1,0
544,18.907934640393922,1,0
555,1.462753087902401,1,0
558,-14.377142246008688,1,0
567,-30.248234422288423,1,0
577,-21.610766283748685,1,0
578,-4.783663080029647,1,0
589,-31.94691938057238,1,0
593,-14.233295633608352,1,0
596,13.319025292805794,1,0
597,-9.80326420148407,1,0
603,24.70641345062784,1,0
605,15.21097288971486,1,0
614,-15.394798900826816,1,0
619,-34.30171800526924,1,0
623,-11.167914284819613,1,0
641,-18.802548732150044,1,0
645,-3.655922106405315,1,0
649,18.16151279449025,1,0
653,-30.134491713880923,1,0
655,-17.17840941968813,1,0
659,-4.456937800362754,1,0
669,9.703180836718957,1,0
670,-1.3101786902855768,1,0
675,-3.011192147947008,1,0
687,13.400587640386359,1,0
689,-1.6136102462914046,1,0
691,-14.501653487841926,1,0
696,-9.309713147197225,1,0
698,-22.794720533152642,1,0
706,-0.6759305347225144,1,0
707,6.307518844036359,1,0
708,-62.887291056072414,1,0
710,11.170590977981494,1,0
711,-11.31751035436863,1,0
719,-2.1892231409447724,1,0
720,1.3654452763122968,1,0
724,-50.811253306323906,1,0
730,-31.419296988718145,1,0
734,-16.197025069123875,1,0
746,-24.282307229865665,1,0
748,-5.483316788163089,1,0
751,-19.404549521498897,1,0
760,-40.50758399846103,1,0
763,0.4819771916758544,1,0
775,9.088456126418183,1,0
777,-0.36387904505055246,1,0
784,-22.895775439330574,1,0
791,-14.922515710221774,1,0
799,-0.6448231262753215,1,0
803,0.32146293127894054,1,0
813,7.442990060372317,1,0
817,-15.514706437580731,1,0
830,-35.38795331257158,1,0
831,-22.2985366615738,1,0
835,-0.9013996097783892,1,0
838,2.805063765432335,1,0
842,28.93463542895994,1,0
846,-8.253005261382977,1,0
849,-6.004792448268183,1,0
857,-13.448313660816506,1,0
865,-17.478356386086656,1,0
866,3.4719565327725306,1,0
868,-4.0841972368673485,1,0
870,-13.9772414734143,1,0
882,-29.36869860757192,1,0
891,-12.491589549183502,1,0
893,-17.21817936774622,1,0
895,11.823794993486363,1,0
898,6.38912628227423,1,0
901,-28.356265452691993,1,0
909,10.271178088642376,1,0
916,-20.411340654001563,1,0
917,-7.9715033908998,1,0
940,10.898811783512762,1,0
954,-28.39935279360481,1,0
955,-7.490544935562106,1,0
957,-30.26453754180739,1,0
977,-44.56934367542107,1,0
985,7.085498486226278,1,0
987,-9.822359231326395,1,0
991,-24.828809661533732,1,0
994,-38.31077491172434,1,0
13,-9.300707530303,2,0
19,-11.551707137071428,2,0
28,-9.62523348004894,2,0
30,-10.885567112265894,2,0
37,-14.78379080374534,2,0
59,-9.63102353739939,2,0
68,-13.096027988734212,2,0
69,-9.73533550652366,2,0
75,-11.127291808206076,2,0
77,-14.109539859125032,2,0
88,-13.986116389654907,2,0
93,-10.75120171359752,2,0
94,-11.746227605528539,2,0
97,-14.137388254560454,2,0
99,-10.210206556389435,2,0
110,-12.276958500762515,2,0
116,-14.174013926863307,2,0
124,-10.646739611138463,2,0
127,-11.723337140408178,2,0
137,-9.373087302754069,2,0
147,-13.326534103994042,2,0
159,-9.818032495720754,2,0
169,-14.928705210049763,2,0
187,-12.000447032878174,2,0
203,-12.538040482595033,2,0
213,-10.571970683582881,2,0
216,-12.644298338931899,2,0
220,-12.36087546675682,2,0
228,-10.83974784057348,2,0
258,-10.28917297778139,2,0
268,-12.503091410462801,2,0
271,-12.318884893385743,2,0
274,-13.324999650301931,2,0
