src_node_id,dest_node_id
0,1
0,5
0,6
0,7
0,10
0,11
0,12
0,24
0,25
0,33
0,44
0,48
0,76
0,81
0,87
0,98
0,120
0,121
0,160
0,179
0,180
0,182
0,190
0,193
0,215
0,257
0,269
0,351
0,358
0,359
0,437
0,457
0,459
0,491
0,531
0,565
0,571
0,585
0,620
0,624
0,632
0,725
0,776
0,780
0,787
0,892
0,928
0,941
1,7
1,9
1,28
1,33
1,34
1,50
1,68
1,72
1,77
1,85
1,142
1,182
1,194
1,213
1,228
1,253
1,318
1,345
1,356
1,386
1,404
1,407
1,421
1,438
1,444
1,447
1,459
1,467
1,484
1,499
1,509
1,533
1,554
1,565
1,592
1,596
1,599
1,664
1,687
1,772
1,801
1,805
1,809
1,831
1,919
1,934
1,991
2,20
2,31
2,50
2,51
2,55
2,56
2,77
2,82
2,88
2,89
2,90
2,94
2,96
2,101
2,103
2,104
2,106
2,121
2,143
2,153
2,160
2,164
2,174
2,225
2,252
2,269
2,322
2,331
2,342
2,351
2,355
2,376
2,391
2,475
2,498
2,568
2,580
2,606
2,688
2,700
2,716
2,735
2,774
2,907
2,947
2,975
3,6
3,7
3,8
3,9
3,13
3,15
3,32
3,35
3,47
3,50
3,68
3,73
3,87
3,98
3,190
3,202
3,222
3,233
3,246
3,263
3,274
3,311
3,342
3,380
3,385
3,419
3,435
3,468
3,471
3,473
3,517
3,545
3,572
3,659
3,661
3,702
3,724
3,763
3,772
3,842
3,857
3,866
3,879
3,884
3,972
4,7
4,11
4,12
4,15
4,28
4,46
4,60
4,69
4,75
4,77
4,79
4,81
4,87
4,91
4,96
4,142
4,145
4,165
4,201
4,277
4,289
4,300
4,306
4,374
4,388
4,458
4,478
4,532
4,588
4,623
4,661
4,678
4,680
4,691
4,725
4,737
4,741
4,752
4,762
4,796
4,837
4,840
4,863
4,906
4,971
5,8
5,16
5,22
5,35
5,47
5,49
5,52
5,82
5,87
5,94
5,107
5,108
5,113
5,129
5,153
5,156
5,207
5,211
5,232
5,280
5,283
5,294
5,387
5,405
5,452
5,513
5,521
5,523
5,524
5,540
5,557
5,584
5,588
5,590
5,596
5,634
5,724
5,747
5,758
5,809
5,859
5,868
5,921
6,14
6,27
6,30
6,37
6,48
6,54
6,56
6,65
6,92
6,102
6,113
6,134
6,151
6,163
6,173
6,175
6,190
6,208
6,212
6,220
6,223
6,267
6,271
6,286
6,322
6,349
6,350
6,361
6,390
6,392
6,399
6,527
6,583
6,639
6,643
6,676
6,706
6,773
6,786
6,833
6,846
6,983
7,9
7,24
7,25
7,29
7,32
7,35
7,44
7,74
7,88
7,124
7,136
7,154
7,155
7,167
7,175
7,212
7,215
7,247
7,250
7,290
7,316
7,357
7,421
7,483
7,515
7,538
7,541
7,582
7,583
7,604
7,606
7,648
7,658
7,686
7,737
7,785
7,916
7,923
7,961
7,994
8,9
8,10
8,19
8,31
8,34
8,35
8,36
8,39
8,43
8,51
8,52
8,60
8,67
8,69
8,91
8,155
8,157
8,164
8,187
8,198
8,245
8,259
8,276
8,291
8,314
8,324
8,339
8,391
8,414
8,420
8,426
8,462
8,540
8,552
8,575
8,617
8,620
8,687
8,718
8,899
8,905
8,963
9,21
9,32
9,33
9,36
9,39
9,40
9,50
9,69
9,75
9,114
9,150
9,191
9,202
9,215
9,223
9,236
9,247
9,262
9,280
9,292
9,296
9,305
9,337
9,364
9,381
9,390
9,394
9,458
9,571
9,604
9,609
9,650
9,662
9,744
9,834
9,884
9,885
9,928
9,935
9,943
10,14
10,17
10,22
10,24
10,30
10,31
10,40
10,41
10,48
10,52
10,59
10,68
10,77
10,88
10,90
10,122
10,129
10,132
10,144
10,224
10,242
10,280
10,298
10,312
10,320
10,371
10,384
10,405
10,408
10,431
10,446
10,470
10,514
10,629
10,696
10,764
10,774
10,803
10,837
10,870
10,891
10,944
11,21
11,44
11,49
11,66
11,68
11,76
11,92
11,103
11,106
11,116
11,154
11,170
11,182
11,187
11,188
11,218
11,327
11,375
11,391
11,397
11,429
11,438
11,468
11,469
11,483
11,502
11,557
11,634
11,717
11,738
11,746
11,775
11,788
11,845
11,849
11,863
11,902
11,904
11,916
11,935
11,988
12,23
12,26
12,30
12,35
12,54
12,56
12,91
12,100
12,105
12,114
12,139
12,140
12,150
12,175
12,205
12,253
12,282
12,377
12,389
12,394
12,401
12,408
12,420
12,430
12,432
12,457
12,526
12,543
12,546
12,576
12,612
12,614
12,664
12,686
12,729
12,954
12,985
13,16
13,21
13,24
13,35
13,54
13,59
13,60
13,68
13,117
13,119
13,139
13,157
13,181
13,185
13,191
13,199
13,215
13,233
13,251
13,261
13,272
13,293
13,330
13,331
13,352
13,380
13,390
13,403
13,425
13,461
13,528
13,537
13,550
13,695
13,714
13,736
13,836
13,911
14,16
14,25
14,31
14,59
14,94
14,109
14,110
14,112
14,123
14,135
14,150
14,156
14,167
14,181
14,201
14,204
14,225
14,226
14,233
14,239
14,257
14,348
14,364
14,413
14,441
14,458
14,616
14,622
14,686
14,705
14,765
14,797
14,898
14,992
14,994
15,20
15,24
15,28
15,34
15,37
15,38
15,43
15,58
15,64
15,91
15,93
15,105
15,113
15,135
15,139
15,140
15,149
15,223
15,264
15,271
15,439
15,460
15,493
15,593
15,681
15,789
15,820
15,833
15,835
15,846
15,849
15,851
15,870
15,923
16,17
16,21
16,24
16,26
16,61
16,108
16,111
16,112
16,188
16,194
16,215
16,219
16,239
16,283
16,376
16,400
16,409
16,463
16,478
16,538
16,539
16,549
16,656
16,731
16,762
16,815
16,828
16,840
16,861
16,901
16,967
17,21
17,31
17,45
17,48
17,78
17,155
17,171
17,182
17,215
17,220
17,253
17,257
17,260
17,270
17,277
17,286
17,374
17,397
17,439
17,457
17,576
17,583
17,626
17,711
17,712
17,740
17,753
17,768
17,786
17,826
17,877
17,971
18,23
18,32
18,44
18,48
18,49
18,55
18,58
18,91
18,92
18,102
18,110
18,151
18,158
18,164
18,166
18,170
18,194
18,199
18,307
18,328
18,336
18,358
18,393
18,467
18,472
18,519
18,530
18,576
18,685
18,710
18,782
18,918
18,956
18,972
19,25
19,30
19,70
19,87
19,104
19,136
19,145
19,152
19,167
19,177
19,216
19,227
19,245
19,248
19,250
19,271
19,329
19,341
19,343
19,362
19,363
19,367
19,437
19,558
19,603
19,645
19,660
19,662
19,710
19,798
19,845
19,905
20,27
20,33
20,50
20,53
20,62
20,79
20,81
20,96
20,102
20,116
20,159
20,172
20,185
20,210
20,212
20,232
20,253
20,270
20,291
20,320
20,331
20,381
20,385
20,404
20,407
20,435
20,463
20,536
20,632
20,962
21,27
21,36
21,39
21,42
21,90
21,91
21,157
21,159
21,192
21,236
21,285
21,296
21,312
21,343
21,373
21,376
21,394
21,423
21,425
21,445
21,505
21,519
21,531
21,717
21,918
21,941
21,960
22,27
22,58
22,81
22,98
22,168
22,189
22,209
22,219
22,225
22,236
22,273
22,320
22,321
22,332
22,351
22,380
22,391
22,395
22,457
22,487
22,488
22,546
22,565
22,569
22,585
22,590
22,601
22,736
22,882
22,932
23,27
23,60
23,89
23,151
23,159
23,203
23,232
23,256
23,264
23,274
23,278
23,352
23,458
23,495
23,536
23,620
23,676
23,678
23,680
23,713
23,714
23,721
23,734
23,769
23,770
23,772
23,786
23,846
23,874
23,892
24,27
24,29
24,44
24,63
24,67
24,72
24,75
24,85
24,114
24,143
24,169
24,173
24,193
24,194
24,201
24,227
24,259
24,275
24,430
24,460
24,531
24,574
24,632
24,842
24,880
25,30
25,33
25,55
25,72
25,98
25,121
25,132
25,133
25,138
25,169
25,193
25,223
25,227
25,278
25,288
25,338
25,350
25,403
25,419
25,459
25,507
25,517
25,583
25,648
25,665
25,761
25,808
26,29
26,30
26,54
26,115
26,180
26,182
26,185
26,216
26,220
26,228
26,251
26,281
26,288
26,299
26,354
26,362
26,533
26,552
26,625
26,643
26,649
26,674
26,675
26,703
26,717
26,745
26,790
26,901
26,982
27,43
27,46
27,82
27,125
27,126
27,140
27,184
27,224
27,230
27,237
27,244
27,245
27,280
27,424
27,447
27,502
27,643
27,661
27,722
27,770
27,808
27,866
27,873
27,878
27,953
28,50
28,75
28,81
28,82
28,116
28,143
28,152
28,173
28,177
28,216
28,247
28,276
28,277
28,285
28,292
28,326
28,361
28,431
28,540
28,549
28,706
28,712
28,773
28,810
28,858
28,923
28,924
29,49
29,50
29,79
29,115
29,168
29,174
29,176
29,197
29,198
29,237
29,241
29,291
29,368
29,374
29,388
29,510
29,513
29,629
29,645
29,698
29,734
29,794
29,843
29,878
29,895
29,967
30,69
30,106
30,118
30,119
30,139
30,150
30,195
30,238
30,288
30,296
30,321
30,323
30,509
30,511
30,527
30,533
30,579
30,619
30,708
30,746
30,750
30,990
31,77
31,79
31,85
31,112
31,115
31,149
31,193
31,265
31,320
31,324
31,379
31,558
31,581
31,601
31,635
31,675
31,709
31,756
31,761
31,777
31,810
31,821
31,993
32,95
32,100
32,110
32,133
32,170
32,202
32,263
32,264
32,272
32,280
32,294
32,339
32,387
32,438
32,480
32,485
32,545
32,559
32,578
32,592
32,666
32,924
32,939
32,959
33,63
33,81
33,92
33,94
33,154
33,172
33,205
33,242
33,269
33,273
33,294
33,380
33,486
33,523
33,541
33,544
33,548
33,609
33,611
33,649
33,750
33,834
33,971
34,36
34,37
34,39
34,80
34,96
34,118
34,120
34,152
34,160
34,199
34,224
34,226
34,365
34,400
34,416
34,442
34,470
34,486
34,552
34,593
34,719
34,811
34,898
34,928
35,56
35,88
35,123
35,144
35,157
35,212
35,267
35,313
35,318
35,418
35,427
35,437
35,508
35,557
35,561
35,563
35,608
35,888
35,893
35,904
35,929
36,44
36,45
36,68
36,83
36,85
36,90
36,104
36,122
36,128
36,211
36,235
36,308
36,342
36,418
36,434
36,500
36,551
36,570
36,653
36,812
36,833
36,860
36,876
37,47
37,76
37,79
37,95
37,159
37,183
37,197
37,212
37,286
37,344
37,376
37,433
37,500
37,546
37,562
37,574
37,614
37,641
37,676
37,693
37,804
37,807
37,928
38,71
38,92
38,101
38,130
38,163
38,246
38,254
38,255
38,315
38,350
38,384
38,416
38,419
38,512
38,574
38,625
38,633
38,640
38,672
38,760
38,777
38,786
38,844
38,862
38,911
39,42
39,56
39,123
39,174
39,182
39,253
39,283
39,302
39,337
39,397
39,471
39,502
39,532
39,564
39,585
39,646
39,699
39,755
39,835
39,855
39,859
39,867
40,43
40,45
40,60
40,63
40,72
40,80
40,166
40,175
40,197
40,199
40,247
40,300
40,318
40,343
40,386
40,398
40,427
40,430
40,649
40,764
40,821
40,869
40,977
40,991
41,43
41,51
41,54
41,57
41,62
41,70
41,73
41,100
41,116
41,141
41,171
41,183
41,286
41,346
41,430
41,464
41,543
41,566
41,571
41,593
41,694
41,767
41,783
41,871
41,957
42,45
42,57
42,70
42,71
42,111
42,123
42,139
42,153
42,154
42,177
42,281
42,295
42,300
42,303
42,326
42,357
42,375
42,423
42,488
42,694
42,699
42,727
42,759
42,996
43,46
43,71
43,74
43,82
43,93
43,104
43,120
43,125
43,130
43,137
43,179
43,303
43,310
43,317
43,354
43,399
43,454
43,793
43,839
43,887
44,88
44,142
44,169
44,340
44,341
44,386
44,410
44,450
44,466
44,561
44,615
44,721
44,830
44,876
44,885
44,912
44,960
44,966
45,53
45,76
45,82
45,95
45,167
45,194
45,207
45,212
45,231
45,266
45,284
45,285
45,348
45,356
45,393
45,408
45,601
45,616
45,676
45,693
46,57
46,59
46,82
46,87
46,89
46,133
46,246
46,323
46,412
46,443
46,492
46,682
46,689
46,694
46,803
46,828
46,865
46,884
46,890
46,949
47,57
47,58
47,89
47,98
47,114
47,127
47,175
47,190
47,229
47,328
47,344
47,514
47,573
47,594
47,682
47,706
47,881
47,898
47,944
47,945
48,102
48,189
48,197
48,279
48,351
48,371
48,416
48,420
48,462
48,530
48,532
48,623
48,759
48,766
48,832
48,923
48,938
49,66
49,83
49,89
49,97
49,101
49,108
49,217
49,274
49,302
49,373
49,399
49,441
49,472
49,483
49,559
49,572
49,845
49,979
50,52
50,71
50,74
50,86
50,145
50,175
50,256
50,273
50,329
50,340
50,349
50,417
50,553
50,896
50,939
51,66
51,72
51,103
51,173
51,177
51,252
51,268
51,346
51,375
51,443
51,653
51,654
51,701
51,806
51,919
51,931
51,974
51,995
51,997
52,82
52,156
52,206
52,269
52,293
52,389
52,447
52,512
52,527
52,529
52,588
52,617
52,749
52,784
52,790
52,802
52,859
52,945
53,82
53,122
53,126
53,141
53,156
53,230
53,247
53,259
53,333
53,400
53,593
53,597
53,600
53,602
53,609
53,617
53,630
53,656
53,909
53,929
54,84
54,141
54,161
54,166
54,188
54,223
54,225
54,238
54,240
54,364
54,406
54,489
54,516
54,625
54,717
54,781
54,920
55,59
55,67
55,83
55,90
55,130
55,155
55,230
55,274
55,293
55,313
55,330
55,476
55,519
55,643
55,778
55,794
55,807
55,887
56,84
56,86
56,105
56,113
56,119
56,133
56,170
56,370
56,432
56,449
56,506
56,696
56,752
56,948
56,954
56,987
57,62
57,69
57,84
57,96
57,139
57,142
57,281
57,302
57,406
57,441
57,581
57,668
57,724
57,745
57,754
57,810
57,897
58,67
58,98
58,115
58,158
58,179
58,191
58,252
58,341
58,382
58,411
58,523
58,564
58,636
58,701
58,905
58,920
58,940
59,95
59,138
59,160
59,172
59,195
59,235
59,301
59,310
59,347
59,370
59,415
59,421
59,598
59,687
59,771
59,814
60,87
60,173
60,224
60,226
60,272
60,341
60,542
60,552
60,555
60,760
60,773
60,806
60,849
60,907
60,914
61,78
61,105
61,171
61,174
61,225
61,255
61,304
61,353
61,389
61,434
61,442
61,522
61,535
61,585
61,591
61,628
61,629
61,721
61,957
62,169
62,185
62,186
62,189
62,244
62,291
62,306
62,374
62,433
62,464
62,536
62,601
62,850
62,909
62,959
62,982
62,992
63,69
63,78
63,122
63,167
63,192
63,200
63,219
63,250
63,317
63,432
63,461
63,478
63,533
63,582
63,696
63,881
63,969
64,76
64,92
64,103
64,116
64,145
64,165
64,292
64,328
64,423
64,452
64,477
64,490
64,640
64,642
64,656
64,704
64,793
64,808
64,894
65,76
65,106
65,193
65,234
65,320
65,333
65,365
65,367
65,372
65,407
65,496
65,514
65,539
65,562
65,571
65,576
65,615
65,877
65,933
66,68
66,73
66,93
66,100
66,105
66,117
66,144
66,184
66,221
66,222
66,277
66,285
66,353
66,555
66,675
66,712
66,737
67,99
67,115
67,118
67,141
67,149
67,166
67,174
67,207
67,274
67,458
67,475
67,559
67,718
67,781
67,968
68,107
68,119
68,345
68,445
68,462
68,481
68,545
68,578
68,602
68,623
68,681
68,738
69,104
69,128
69,177
69,258
69,292
69,378
69,390
69,412
69,439
69,495
69,520
69,781
69,984
70,116
70,137
70,337
70,388
70,514
70,523
70,588
70,668
70,705
70,712
70,747
70,774
70,775
70,877
70,903
70,936
71,79
71,83
71,116
71,130
71,181
71,182
71,200
71,228
71,241
71,303
71,322
71,345
71,370
71,385
71,679
72,125
72,137
72,193
72,262
72,300
72,491
72,612
72,635
72,652
72,661
72,818
72,882
72,899
72,964
73,180
73,196
73,235
73,277
73,279
73,292
73,356
73,371
73,397
73,452
73,660
73,691
73,732
73,754
73,841
73,882
74,116
74,148
74,197
74,201
74,203
74,278
74,402
74,482
74,503
74,670
74,813
74,912
74,927
74,957
74,959
74,997
75,85
75,91
75,95
75,118
75,126
75,145
75,168
75,188
75,297
75,303
75,338
75,378
75,495
75,736
76,106
76,170
76,210
76,223
76,276
76,279
76,291
76,306
76,360
76,697
76,804
76,852
77,81
77,144
77,220
77,261
77,279
77,334
77,338
77,437
77,548
77,719
77,831
77,869
77,955
78,90
78,117
78,268
78,323
78,339
78,426
78,526
78,550
78,566
78,590
78,634
78,701
78,707
78,868
78,990
79,81
79,116
79,127
79,146
79,281
79,328
79,351
79,432
79,434
79,596
79,789
79,996
80,93
80,200
80,209
80,234
80,238
80,302
80,327
80,360
80,399
80,477
80,485
80,561
80,579
80,831
80,876
80,980
81,98
81,115
81,252
81,287
81,310
81,349
81,383
81,602
81,605
81,970
82,96
82,202
82,287
82,288
82,355
82,609
82,675
82,695
82,697
83,123
83,125
83,126
83,141
83,145
83,146
83,181
83,218
83,299
83,692
83,772
83,842
83,889
83,893
84,123
84,177
84,205
84,352
84,365
84,431
84,473
84,475
84,561
84,611
84,730
84,755
84,810
84,853
84,936
85,88
85,89
85,107
85,121
85,130
85,156
85,184
85,245
85,518
85,573
85,701
85,798
85,995
86,155
86,250
86,302
86,318
86,355
86,430
86,448
86,457
86,657
86,687
86,722
86,766
86,800
86,812
86,904
86,941
87,90
87,136
87,165
87,260
87,300
87,355
87,370
87,400
87,534
87,756
87,812
88,119
88,194
88,256
88,293
88,335
88,384
88,401
88,414
88,504
88,636
88,737
88,872
89,137
89,162
89,316
89,329
89,527
89,556
89,681
89,701
89,747
89,896
89,929
90,206
90,210
90,256
90,258
90,312
90,363
90,489
90,751
90,914
90,983
91,186
91,196
91,210
91,386
91,411
91,479
91,516
91,520
91,792
91,970
92,103
92,109
92,164
92,210
92,220
92,331
92,353
92,367
92,440
92,449
92,763
93,98
93,117
93,157
93,197
93,210
93,358
93,361
93,418
93,440
93,590
93,624
93,708
93,950
94,117
94,128
94,132
94,174
94,236
94,237
94,268
94,287
94,450
94,517
94,715
94,755
94,946
95,125
95,164
95,178
95,309
95,360
95,481
95,591
95,669
95,707
95,712
95,744
95,885
96,99
96,128
96,152
96,210
96,246
96,447
96,614
96,672
96,677
96,719
96,844
97,112
97,134
97,158
97,162
97,175
97,188
97,257
97,417
97,499
97,535
97,581
97,651
97,719
97,748
97,899
97,966
98,150
98,158
98,223
98,228
98,368
98,440
98,650
98,711
98,949
99,134
99,137
99,143
99,185
99,211
99,228
99,367
99,378
99,380
99,391
99,475
99,607
99,651
99,843
99,985
100,103
100,112
100,297
100,349
100,421
100,459
100,538
100,587
100,607
100,675
100,765
100,924
100,959
101,136
101,165
101,209
101,225
101,291
101,296
101,422
101,439
101,488
101,502
101,507
101,518
101,703
101,729
102,107
102,115
102,131
102,196
102,277
102,341
102,422
102,427
102,485
102,714
102,731
102,941
102,966
103,218
103,250
103,286
103,298
103,398
103,481
103,565
103,632
103,704
103,783
103,861
104,106
104,127
104,145
104,164
104,245
104,308
104,541
104,583
104,598
104,610
104,695
104,720
105,153
105,159
105,188
105,329
105,344
105,508
105,634
105,793
105,864
105,940
105,980
106,109
106,164
106,187
106,249
106,290
106,371
106,374
106,526
106,542
106,858
107,161
107,211
107,231
107,265
107,382
107,396
107,398
107,420
107,640
107,753
107,774
107,838
108,148
108,160
108,164
108,188
108,216
108,314
108,349
108,364
108,474
108,572
108,592
108,790
108,969
109,158
109,191
109,218
109,270
109,319
109,421
109,453
109,514
109,560
109,675
109,686
109,779
109,789
110,148
110,170
110,204
110,268
110,302
110,342
110,370
110,528
110,550
110,684
110,887
110,910
110,949
111,159
111,160
111,168
111,184
111,246
111,313
111,343
111,531
111,535
111,837
111,901
111,938
111,947
111,968
112,162
112,167
112,187
112,236
112,342
112,388
112,469
112,564
112,814
112,818
112,846
113,123
113,141
113,229
113,231
113,398
113,405
113,424
113,523
113,601
113,840
113,857
113,984
114,137
114,176
114,224
114,377
114,608
114,710
114,716
114,722
114,794
114,886
114,970
115,302
115,379
115,730
115,805
115,808
115,835
115,927
115,984
116,383
116,468
116,602
116,779
116,977
116,989
117,127
117,197
117,202
117,233
117,264
117,321
117,435
117,522
117,638
117,684
118,180
118,241
118,272
118,275
118,288
118,295
118,301
118,360
118,508
118,510
118,556
119,134
119,155
119,234
119,262
119,319
119,431
119,683
119,760
119,853
119,958
120,142
120,186
120,187
120,208
120,240
120,346
120,417
120,476
120,692
120,714
120,838
120,920
121,250
121,255
121,340
121,410
121,553
121,563
121,610
121,791
121,852
121,934
121,938
122,190
122,221
122,232
122,249
122,426
122,577
122,599
122,872
122,897
122,979
122,983
123,171
123,191
123,219
123,324
123,411
123,474
123,743
123,766
124,254
124,317
124,336
124,356
124,365
124,408
124,463
124,544
124,555
124,618
124,622
124,716
124,795
124,935
125,134
125,144
125,264
125,274
125,446
125,532
125,618
125,693
125,949
125,988
126,154
126,184
126,259
126,442
126,464
126,492
126,544
126,556
126,748
126,785
126,937
127,130
127,146
127,181
127,204
127,328
127,348
127,779
127,848
127,863
127,912
127,922
128,132
128,179
128,193
128,213
128,229
128,332
128,379
128,440
128,624
128,842
128,865
129,163
129,172
129,315
129,332
129,431
129,468
129,472
129,680
129,697
129,702
129,722
129,963
129,977
130,191
130,257
130,334
130,376
130,433
130,449
130,504
130,748
130,763
131,197
131,205
131,226
131,248
131,360
131,400
131,423
131,432
131,532
131,560
131,570
131,921
131,961
131,995
132,137
132,162
132,210
132,248
132,289
132,331
132,344
132,357
132,394
132,534
132,815
133,154
133,157
133,298
133,371
133,390
133,715
133,806
133,836
133,872
133,897
133,900
134,162
134,211
134,282
134,367
134,473
134,477
134,677
134,740
134,801
134,915
135,149
135,167
135,173
135,216
135,228
135,345
135,383
135,582
135,639
135,648
135,744
135,805
135,898
136,171
136,211
136,270
136,388
136,487
136,637
136,659
136,667
136,669
136,833
136,997
137,252
137,264
137,323
137,358
137,392
137,415
137,511
137,653
138,153
138,172
138,179
138,225
138,239
138,428
138,459
138,470
138,471
138,521
138,644
138,782
138,880
139,140
139,147
139,150
139,167
139,281
139,371
139,520
139,562
139,704
140,212
140,240
140,376
140,378
140,424
140,427
140,522
140,541
140,579
140,742
140,797
141,381
141,390
141,429
141,505
141,715
141,751
141,829
141,923
141,937
142,218
142,237
142,248
142,266
142,357
142,380
142,468
142,594
142,841
142,849
143,171
143,221
143,289
143,307
143,354
143,442
143,487
143,499
143,501
143,649
143,727
144,203
144,301
144,337
144,384
144,456
144,477
144,631
144,792
144,865
144,977
145,147
145,327
145,574
145,657
145,660
145,854
145,908
146,174
146,316
146,353
146,451
146,578
146,600
146,644
146,659
146,708
146,839
146,840
147,221
147,230
147,246
147,392
147,416
147,428
147,472
147,476
147,508
147,580
147,769
147,946
148,157
148,222
148,254
148,305
148,478
148,498
148,762
148,778
148,901
148,910
148,922
149,182
149,296
149,340
149,420
149,451
149,465
149,558
149,683
149,845
149,922
150,162
150,180
150,316
150,477
150,568
150,604
150,830
150,999
151,170
151,321
151,323
151,362
151,474
151,494
151,540
151,582
151,765
151,864
151,965
152,282
152,307
152,394
152,529
152,546
152,637
152,730
152,816
152,935
152,968
153,296
153,310
153,413
153,445
153,460
153,537
153,639
153,699
153,939
154,160
154,290
154,304
154,496
154,591
154,695
154,730
154,815
155,185
155,203
155,230
155,330
155,363
155,403
155,466
155,484
156,165
156,213
156,345
156,463
156,542
156,562
156,567
156,652
156,735
157,236
157,352
157,398
157,451
157,707
157,791
157,803
158,163
158,176
158,270
158,295
158,302
158,383
158,407
158,556
158,952
159,304
159,348
159,502
159,549
159,584
159,602
159,731
159,980
160,165
160,268
160,288
160,346
160,781
160,932
160,956
161,184
161,186
161,190
161,238
161,444
161,482
161,627
161,652
161,660
161,744
161,804
161,920
162,244
162,437
162,453
162,484
162,547
162,702
162,794
163,196
163,208
163,217
163,221
163,531
163,852
163,888
163,903
163,917
164,177
164,428
164,554
164,587
164,982
165,202
165,216
165,264
165,279
165,385
165,479
165,619
166,254
166,269
166,336
166,403
166,416
166,450
166,483
166,742
166,776
167,234
167,299
167,313
167,486
167,739
168,201
168,220
168,262
168,315
168,409
168,530
168,641
168,674
168,740
169,178
169,231
169,295
169,300
169,363
169,410
169,580
169,694
169,864
170,211
170,413
170,435
170,467
170,536
170,596
171,180
171,195
171,299
171,681
171,689
171,783
171,899
172,297
172,400
172,443
172,512
172,637
172,716
172,798
172,940
173,229
173,244
173,324
173,365
173,403
173,423
173,789
174,218
174,664
174,889
174,890
174,948
174,984
175,278
175,319
175,364
175,837
175,874
175,955
176,198
176,253
176,439
176,444
176,473
176,503
176,560
176,581
176,651
176,765
177,206
177,238
177,467
177,478
177,750
177,944
178,209
178,388
178,419
178,438
178,453
178,606
178,708
178,782
178,829
178,956
178,964
179,183
179,217
179,234
179,420
179,587
179,598
179,644
179,678
180,185
180,204
180,464
180,473
180,569
180,723
180,998
181,295
181,432
181,504
181,529
181,665
181,692
181,822
181,829
182,242
182,478
182,496
182,654
183,223
183,292
183,369
183,476
183,505
183,611
183,787
183,872
183,880
184,301
184,364
184,419
184,449
184,558
184,900
