node_id,random_community_feature,community_id,is_outlier
69,44.88420493786379,0,1
80,35.36227456301782,0,1
151,35.76826289745185,0,1
155,35.45467965966638,0,1
171,43.485161762763866,0,1
205,41.75851267389485,0,1
228,35.92578143353565,0,1
244,49.39197330043745,0,1
280,40.315927258860995,0,1
299,50.23502242075176,0,1
318,45.16777989742839,0,1
328,43.18889548771112,0,1
362,38.33286568133028,0,1
364,42.388420751296124,0,1
370,52.2580863973757,0,1
400,37.529936459196115,0,1
413,33.11737345783797,0,1
461,35.570190709059915,0,1
482,53.052199815641664,0,1
496,53.72690970943873,0,1
512,32.226908426112715,0,1
516,54.995472246956425,0,1
519,41.26213211874535,0,1
537,48.65531785513471,0,1
554,42.830138785154155,0,1
581,46.11738405340782,0,1
596,40.27442426123599,0,1
617,35.748451121851275,0,1
619,38.09416814085788,0,1
635,35.34900774186453,0,1
647,37.57334363186104,0,1
671,45.51759025772891,0,1
678,54.72960026746458,0,1
692,36.527008666663946,0,1
705,43.57536409209398,0,1
739,37.258389000348586,0,1
789,46.41649362589855,0,1
791,34.309119794532386,0,1
803,46.984630694072,0,1
830,37.5911188729775,0,1
840,45.13268130787626,0,1
856,37.447457716936654,0,1
983,32.15471903739638,0,1
998,37.534013530549466,0,1
1009,32.682038246766055,0,1
1015,48.79742832841192,0,1
1053,38.761853378686396,0,1
1091,43.9343926498057,0,1
1121,29.767825091928138,0,1
1122,40.49136597947123,0,1
1138,46.2861707213213,0,1
1194,36.54716715924069,0,1
1211,40.61334528379893,0,1
1217,35.442470241440226,0,1
1274,38.41706694192731,0,1
1277,32.574648161858796,0,1
1278,31.47448622504083,0,1
1279,27.534461843475178,0,1
1346,35.2185294018455,0,1
1359,30.21716442647717,0,1
1368,48.59122008183829,0,1
1375,43.188356036447814,0,1
1391,42.203896050725525,0,1
1413,52.42953917804525,0,1
1417,30.19508513286236,0,1
1442,57.36258017533315,0,1
1448,42.344663297127866,0,1
1467,33.82334453706231,0,1
1470,32.6344808302933,0,1
1499,42.34903660010827,0,1
1524,29.19022840376399,0,1
1527,33.0801637126754,0,1
1541,58.03788955230278,0,1
1599,37.59491410657787,0,1
1642,38.828876926409905,0,1
1654,42.93573294496473,0,1
1661,39.9165828181638,0,1
1666,27.077928561626074,0,1
1675,35.75327997311634,0,1
1709,58.023897583815376,0,1
1710,44.52748577177688,0,1
1723,50.24220149840263,0,1
1773,38.652533893965256,0,1
1774,44.340517307963964,0,1
1779,51.11108071950248,0,1
1793,39.24380087840805,0,1
1810,37.76611383409928,0,1
1835,27.687159762861995,0,1
1840,43.81609669234989,0,1
1848,54.097082676736996,0,1
1855,40.953677107137366,0,1
1893,34.774871134982725,0,1
1919,37.807110031326395,0,1
1940,31.39174539354349,0,1
1948,35.85160817732871,0,1
1991,36.9234766487302,0,1
1994,41.88994739802562,0,1
2020,38.524337860726966,0,1
2031,51.46957824625413,0,1
2087,32.51530382764939,0,1
2138,42.019974852989684,0,1
2144,43.41929246642875,0,1
2149,32.38628410446286,0,1
2282,29.449201896477845,0,1
2289,41.57708942316421,0,1
2302,44.759071606930725,0,1
2307,38.59624196357985,0,1
2332,40.77504444631559,0,1
2342,45.220428890910156,0,1
2368,37.65173269313928,0,1
2381,40.10599177489742,0,1
2394,40.33018083098137,0,1
2400,42.45122611807582,0,1
2414,41.99635909364913,0,1
2416,49.65790789906578,0,1
2423,41.47204860912449,0,1
2430,46.77964410001231,0,1
2434,34.62365547983363,0,1
2450,43.111207349715706,0,1
2456,52.11953155834631,0,1
2480,35.45591035816165,0,1
2486,38.962828739994166,0,1
2487,33.500725062619445,0,1
2494,40.1309477953421,0,1
2505,31.17757373012251,0,1
2519,41.99190989426828,0,1
2536,49.36674638747053,0,1
2593,30.945931441122383,0,1
2598,42.611655416158094,0,1
2599,27.80768435564942,0,1
2603,36.14782552330659,0,1
2612,51.25682603642079,0,1
2616,37.78171441172337,0,1
2622,25.544418664901634,0,1
2630,47.13065459124509,0,1
2677,42.22808133166549,0,1
2681,37.70981220020058,0,1
2708,49.27142595896441,0,1
2747,43.214287012109125,0,1
2785,42.16024349254942,0,1
2797,47.422449996383534,0,1
2801,43.65555633768452,0,1
2806,48.95217433281881,0,1
2823,38.80341004229041,0,1
2856,31.012783359594096,0,1
2875,20.908618175747854,0,1
2902,55.583192757048835,0,1
2930,37.742727995567265,0,1
2940,42.282642365292794,0,1
2947,37.90848298871496,0,1
2955,51.37513577607355,0,1
2977,33.299173226957606,0,1
2981,38.50606892757551,0,1
2984,35.21170309155874,0,1
2991,38.062766583178735,0,1
3020,37.15194323735994,0,1
3037,41.37433232538723,0,1
3051,42.323632910749765,0,1
3069,30.4774272447481,0,1
3093,46.707498550518,0,1
3096,30.99808040247548,0,1
3111,36.14722027819601,0,1
3123,47.70148096665135,0,1
3132,36.53735526174401,0,1
3151,49.062398540087486,0,1
3182,37.78130447974848,0,1
3201,46.756020554380314,0,1
3203,44.9237668509719,0,1
3204,36.2812457851526,0,1
3240,40.331430519826625,0,1
3244,51.88459634340416,0,1
3282,31.741581230317735,0,1
3328,44.076921247695054,0,1
3349,45.4866296857365,0,1
3377,37.17471204054584,0,1
3379,39.23697180111527,0,1
3394,38.68481605595628,0,1
3414,39.3463099130126,0,1
3417,45.847421919003494,0,1
3421,41.62256954854218,0,1
3430,37.94887794521802,0,1
3441,37.60799369147968,0,1
3453,39.47270529576897,0,1
3461,36.91351508436279,0,1
3469,44.74435671879464,0,1
3520,33.498237994014865,0,1
3556,49.29808355785726,0,1
3568,43.238528303181965,0,1
3582,42.75809555127873,0,1
3653,56.18839877312604,0,1
3669,50.4330048804495,0,1
3702,37.90148824665543,0,1
3705,33.63509893184409,0,1
3710,42.93227072834126,0,1
3733,20.97419699135367,0,1
3753,37.70081636623477,0,1
3755,44.35325363856879,0,1
3758,48.9156897970817,0,1
3778,36.78085868221061,0,1
3779,31.2857213697759,0,1
3787,37.53637551397799,0,1
3800,41.61042908989131,0,1
3834,48.11510431922164,0,1
3845,43.85962907392591,0,1
3847,30.69740440922652,0,1
3850,48.095554380146915,0,1
3897,36.396080296004854,0,1
3938,47.743348431619175,0,1
3948,43.043453552258164,0,1
3951,32.97399064846058,0,1
4055,33.390725952187054,0,1
4085,44.31330944334664,0,1
4091,40.9536370968327,0,1
4092,32.87996145304175,0,1
4108,46.13996187923719,0,1
4121,39.161641605441226,0,1
4149,32.756296069652,0,1
4155,44.66602231216386,0,1
4178,41.030926002867574,0,1
4197,48.96646763147957,0,1
4224,35.617783944702985,0,1
4227,47.464124755131465,0,1
4255,30.208105660901886,0,1
4259,40.09527352364401,0,1
4275,38.28010684172417,0,1
4279,44.91847714808727,0,1
4311,37.92133066873232,0,1
4316,38.87829871724032,0,1
4325,44.014336344651966,0,1
4363,45.873334342803076,0,1
4371,38.39811123953045,0,1
4428,39.020078513437674,0,1
4434,35.62296497735569,0,1
4447,35.17538961822104,0,1
4448,46.88183858920893,0,1
4452,46.7442080008818,0,1
4470,41.457096522851366,0,1
4475,41.67468557068276,0,1
4520,46.4620569580657,0,1
4534,36.49588176963913,0,1
4536,41.07821405903995,0,1
4542,47.198886320975795,0,1
4543,32.2901591190498,0,1
4558,43.5665644773723,0,1
4580,36.23351958587696,0,1
4604,51.16656213133916,0,1
4623,40.59136896542616,0,1
4635,59.173995838817916,0,1
4718,28.00148937457655,0,1
4743,33.208237413994254,0,1
4752,44.428691512438185,0,1
4767,47.35803523850568,0,1
4771,44.277895904706945,0,1
4801,40.2572585236633,0,1
4803,42.85342706649671,0,1
4816,38.64344383143866,0,1
4820,36.28117388124949,0,1
4821,36.90635597266301,0,1
4854,37.45770081117297,0,1
4855,37.76337665144962,0,1
4857,40.9352932167124,0,1
4864,40.44399886340381,0,1
4890,28.253495869743084,0,1
4936,55.00391533784199,0,1
5006,32.45430987445669,0,1
5042,37.97327720753632,0,1
5064,36.18402008477812,0,1
5138,42.701427960739444,0,1
5183,51.91557634275469,0,1
5191,41.8660736567543,0,1
5207,48.03351330195336,0,1
5257,42.94098076805653,0,1
5266,31.772866734102212,0,1
5276,40.249953526538754,0,1
5358,46.91627618921686,0,1
5389,40.59654821217867,0,1
5396,56.128544219182004,0,1
5397,38.74400857017724,0,1
5425,45.63491745875791,0,1
5428,25.625277291094854,0,1
5442,43.17588896025968,0,1
