1	4
1	9
1	13
1	21
1	25
1	26
1	33
1	44
1	46
1	66
1	79
1	107
1	109
1	115
1	129
1	133
1	136
1	157
1	169
1	199
1	219
1	245
1	248
1	275
1	294
1	369
1	378
1	379
1	392
1	396
1	425
1	428
1	431
1	449
1	482
1	494
1	500
1	504
1	518
1	592
1	692
1	707
1	725
1	778
1	794
1	804
1	847
1	849
1	858
1	866
2	8
2	17
2	18
2	42
2	52
2	54
2	55
2	137
2	146
2	151
2	160
2	161
2	173
2	179
2	191
2	193
2	194
2	216
2	234
2	235
2	247
2	277
2	302
2	309
2	323
2	337
2	341
2	363
2	375
2	400
2	443
2	444
2	493
2	523
2	544
2	554
2	612
2	617
2	674
2	679
2	725
2	743
2	823
2	852
2	853
2	908
2	912
2	940
2	950
2	954
3	16
3	19
3	21
3	24
3	30
3	32
3	36
3	40
3	44
3	49
3	53
3	56
3	93
3	102
3	105
3	182
3	208
3	236
3	238
3	255
3	265
3	266
3	346
3	368
3	381
3	390
3	412
3	418
3	440
3	458
3	534
3	566
3	636
3	664
3	726
3	735
3	750
3	794
3	813
3	855
3	856
3	878
3	888
3	905
3	921
3	947
3	952
3	966
3	969
4	5
4	9
4	10
4	26
4	37
4	46
4	62
4	66
4	79
4	96
4	129
4	131
4	153
4	159
4	164
4	213
4	220
4	227
4	228
4	238
4	245
4	314
4	321
4	333
4	336
4	337
4	396
4	443
4	464
4	476
4	480
4	494
4	505
4	517
4	529
4	594
4	646
4	689
4	693
4	737
4	742
4	824
4	836
4	918
4	941
4	956
4	992
4	995
5	6
5	15
5	18
5	25
5	44
5	46
5	57
5	59
5	120
5	128
5	136
5	144
5	145
5	152
5	153
5	181
5	198
5	199
5	219
5	220
5	235
5	285
5	336
5	366
5	371
5	440
5	480
5	509
5	510
5	513
5	552
5	571
5	579
5	584
5	650
5	707
5	709
5	720
5	814
5	832
5	836
5	843
5	867
5	899
5	944
5	958
6	15
6	17
6	22
6	30
6	34
6	35
6	44
6	45
6	58
6	74
6	84
6	85
6	88
6	91
6	104
6	106
6	118
6	128
6	142
6	157
6	239
6	319
6	343
6	359
6	365
6	399
6	408
6	421
6	469
6	530
6	575
6	592
6	593
6	600
6	605
6	607
6	645
6	680
6	681
6	690
6	710
6	807
6	829
6	877
6	900
7	10
7	11
7	19
7	34
7	40
7	47
7	58
7	65
7	75
7	77
7	106
7	127
7	132
7	135
7	137
7	162
7	195
7	198
7	220
7	237
7	248
7	289
7	300
7	318
7	330
7	351
7	364
7	366
7	390
7	461
7	490
7	498
7	528
7	535
7	550
7	585
7	659
7	726
7	737
7	753
7	805
7	835
7	843
7	852
7	876
8	9
8	17
8	18
8	35
8	42
8	52
8	73
8	100
8	115
8	143
8	151
8	165
8	179
8	191
8	193
8	194
8	216
8	218
8	247
8	277
8	294
8	313
8	323
8	337
8	341
8	363
8	375
8	387
8	392
8	450
8	532
8	544
8	546
8	549
8	554
8	617
8	728
8	818
8	885
8	920
8	925
8	926
8	961
9	13
9	29
9	37
9	42
9	46
9	62
9	66
9	79
9	85
9	120
9	126
9	136
9	181
9	188
9	198
9	211
9	235
9	267
9	279
9	292
9	310
9	319
9	333
9	369
9	371
9	431
9	441
9	526
9	578
9	594
9	604
9	606
9	623
9	697
9	721
9	735
9	769
9	866
9	887
9	977
10	14
10	61
10	63
10	65
10	66
10	75
10	106
10	122
10	127
10	132
10	134
10	137
10	139
10	142
10	165
10	191
10	195
10	248
10	252
10	255
10	260
10	305
10	330
10	355
10	364
10	388
10	438
10	457
10	474
10	481
10	535
10	573
10	586
10	596
10	668
10	682
10	728
10	753
10	808
10	824
10	855
11	15
11	40
11	56
11	61
11	63
11	91
11	106
11	127
11	132
11	135
11	137
11	162
11	165
11	177
11	178
11	192
11	198
11	255
11	260
11	311
11	351
11	366
11	384
11	388
11	395
11	407
11	411
11	415
11	537
11	570
11	574
11	585
11	658
11	659
11	686
11	692
11	695
11	795
11	866
11	876
11	881
11	935
12	33
12	38
12	44
12	53
12	71
12	82
12	87
12	112
12	176
12	183
12	197
12	221
12	222
12	229
12	274
12	286
12	347
12	362
12	408
12	415
12	417
12	451
12	484
12	503
12	539
12	622
12	631
12	649
12	653
12	683
12	684
12	699
12	724
12	797
12	826
12	885
12	906
12	919
12	938
12	973
13	26
13	27
13	44
13	46
13	64
13	79
13	107
13	136
13	140
13	153
13	157
13	159
13	166
13	169
13	219
13	232
13	246
13	249
13	274
13	325
13	349
13	385
13	432
13	544
13	597
13	615
13	656
13	688
13	708
13	711
13	820
13	850
13	912
13	918
13	967
13	979
13	995
14	20
14	38
14	53
14	60
14	68
14	76
14	78
14	95
14	98
14	100
14	125
14	128
14	138
14	139
14	192
14	217
14	221
14	234
14	243
14	279
14	281
14	298
14	300
14	301
14	308
14	322
14	364
14	380
14	404
14	426
14	476
14	584
14	603
14	613
14	713
14	844
14	927
14	931
15	26
15	28
15	39
15	50
15	63
15	68
15	100
15	105
15	124
15	141
15	206
15	232
15	240
15	244
15	264
15	270
15	278
15	288
15	297
15	460
15	475
15	514
15	539
15	546
15	557
15	589
15	608
15	629
15	639
15	690
15	734
15	801
15	802
15	854
15	924
16	24
16	26
16	27
16	36
16	49
16	53
16	56
16	72
16	90
16	91
16	93
16	96
16	100
16	105
16	116
16	127
16	140
16	249
16	256
16	334
16	352
16	368
16	417
16	428
16	440
16	461
16	487
16	517
16	520
16	534
16	560
16	561
16	678
16	755
16	760
16	843
16	971
17	20
17	42
17	51
17	52
17	54
17	98
17	115
17	146
17	151
17	191
17	193
17	230
17	233
17	234
17	282
17	313
17	367
17	386
17	400
17	450
17	506
17	517
17	523
17	545
17	554
17	679
17	728
17	765
17	768
17	823
17	853
17	908
17	925
17	926
17	961
18	42
18	52
18	54
18	94
18	115
18	146
18	168
18	179
18	191
18	192
18	194
18	210
18	216
18	277
18	313
18	341
18	363
18	375
18	424
18	454
18	476
18	493
18	502
18	506
18	576
18	577
18	647
18	652
18	692
18	743
18	904
18	912
18	930
18	944
19	22
19	23
19	47
19	55
19	73
19	80
19	82
19	89
19	92
19	100
19	113
19	124
19	209
19	212
19	242
19	243
19	245
19	250
19	251
19	320
19	383
19	385
19	412
19	477
19	491
19	499
19	582
19	609
19	630
19	656
19	790
19	807
19	827
19	829
19	923
20	25
20	29
20	31
20	38
20	46
20	60
20	69
20	78
20	94
20	95
20	111
20	117
20	229
20	269
20	285
20	296
20	301
20	322
20	344
20	353
20	404
20	407
20	411
20	474
20	554
20	584
20	603
20	615
20	635
20	651
20	723
20	815
20	844
20	907
20	919
21	24
21	32
21	49
21	93
21	96
21	105
21	140
21	145
21	201
21	205
21	256
21	266
21	304
21	309
21	352
21	416
21	417
21	423
21	434
21	436
21	438
21	468
21	487
21	512
21	527
21	562
21	627
21	704
21	755
21	760
21	806
21	901
21	905
21	949
21	969
22	23
22	32
22	47
22	52
22	73
22	92
22	113
22	118
22	161
22	193
22	196
22	209
22	225
22	231
22	252
22	254
22	262
22	296
22	324
22	377
22	383
22	385
22	421
22	429
22	456
22	498
22	602
22	701
22	704
22	756
22	785
22	811
22	871
22	929
23	47
23	55
23	59
23	73
23	76
23	80
23	92
23	97
23	106
23	113
23	161
23	209
23	225
23	243
23	250
23	251
23	252
23	296
23	318
23	324
23	350
23	385
23	404
23	409
23	427
23	477
23	574
23	698
23	762
23	820
23	821
23	827
23	929
23	944
24	32
24	49
24	56
24	57
24	61
24	72
24	79
24	90
24	102
24	123
24	148
24	167
24	193
24	219
24	261
24	300
24	332
24	354
24	401
24	423
24	457
24	471
24	473
24	581
24	600
24	618
24	678
24	796
24	969
24	990
25	26
25	38
25	109
25	143
25	163
25	219
25	223
25	238
25	306
25	325
25	333
25	403
25	425
25	449
25	458
25	480
25	485
25	510
25	556
25	627
25	631
25	646
25	670
25	690
25	749
25	785
25	847
25	902
25	949
26	37
26	57
26	79
26	126
26	129
26	133
26	146
26	162
26	163
26	223
26	262
26	297
26	314
26	321
26	378
26	470
26	559
26	560
26	568
26	598
26	615
26	624
26	902
26	917
26	975
26	995
27	40
27	67
27	77
27	108
27	119
27	144
27	147
27	180
27	198
27	206
27	228
27	251
27	253
27	269
27	340
27	433
27	562
27	596
27	617
27	641
27	701
27	714
27	772
27	861
27	897
27	942
27	957
27	967
27	968
27	981
28	39
28	50
28	68
28	81
28	110
28	114
28	141
28	231
28	240
28	244
28	270
28	282
28	288
28	299
28	356
28	358
28	394
28	398
28	428
28	441
28	442
28	489
28	546
28	589
28	608
28	645
28	663
28	669
28	742
28	845
29	31
29	38
29	52
29	69
29	76
29	116
29	120
29	125
29	128
29	148
29	215
29	229
29	269
29	285
29	335
29	339
29	380
29	472
29	476
29	513
29	525
29	528
29	566
29	600
29	635
29	661
29	943
29	996
29	1000
30	34
30	35
30	84
30	85
30	88
30	118
30	142
30	150
30	159
30	175
30	177
30	178
30	201
30	224
30	268
30	331
30	359
30	406
30	442
30	541
30	555
30	567
30	577
30	601
30	605
30	649
30	718
30	864
30	877
31	38
31	69
31	70
31	76
31	89
31	94
31	138
31	181
31	186
31	229
31	269
31	294
31	315
31	331
31	370
31	372
31	373
31	378
31	410
31	512
31	521
31	547
31	566
31	588
31	667
31	687
31	872
31	876
31	939
32	36
32	44
32	52
32	53
32	72
32	123
32	146
32	183
32	190
32	224
32	266
32	273
32	354
32	374
32	401
32	412
32	662
32	695
32	800
32	868
32	901
32	949
32	950
32	952
32	964
32	997
33	62
33	71
33	82
33	87
33	89
33	156
33	160
33	222
33	271
33	274
33	283
33	322
33	344
33	430
33	538
33	543
33	575
33	586
33	610
33	622
33	631
33	643
33	683
33	758
33	803
33	826
33	919
33	959
34	35
34	45
34	50
34	74
34	84
34	85
34	104
34	118
34	133
34	150
34	175
34	230
34	322
34	359
34	365
34	399
34	418
34	427
34	452
34	469
34	520
34	532
34	635
34	710
34	713
34	779
34	983
35	45
35	58
35	74
35	84
35	88
35	101
35	104
35	142
35	178
35	225
35	365
35	399
35	406
35	421
35	437
35	518
35	519
35	539
35	656
35	712
35	715
35	733
35	744
35	788
35	839
35	983
36	40
36	56
36	104
36	105
36	116
36	140
36	146
36	187
36	205
36	278
36	316
36	335
36	368
36	416
36	436
36	531
