1	4
2	5
3	9
4	10
5	6
6	3
7	2
8	14
9	17
10	4
11	11
12	5
13	6
14	15
15	12
16	12
17	6
18	2
19	4
20	18
21	6
22	13
23	12
24	14
25	2
26	12
27	2
28	10
29	17
30	7
31	18
32	17
33	13
34	7
35	13
36	10
37	6
38	2
39	12
40	9
41	5
42	9
43	15
44	8
45	3
46	7
47	2
48	14
49	17
50	5
51	5
52	16
53	5
54	10
55	11
56	8
57	4
58	14
59	4
60	2
61	9
62	15
63	16
64	1
65	12
66	11
67	14
68	16
69	11
70	5
71	6
72	10
73	6
74	5
75	5
76	6
77	9
78	5
79	16
80	4
81	11
82	6
83	17
84	12
85	7
86	9
87	3
88	15
89	3
90	18
91	5
92	15
93	10
94	7
95	13
96	6
97	4
98	11
99	1
100	14
101	2
102	8
103	8
104	1
105	6
106	18
107	4
108	3
109	9
110	4
111	3
112	1
113	17
114	2
115	8
116	2
117	13
118	8
119	2
120	7
121	4
122	8
123	6
124	18
125	11
126	2
127	14
128	17
129	12
130	14
131	5
132	17
133	11
134	13
135	3
136	3
137	15
138	11
139	15
140	11
141	13
142	3
143	4
144	10
145	9
146	3
147	2
148	8
149	6
150	12
151	3
152	4
153	16
154	7
155	13
156	14
157	12
158	15
159	9
160	12
161	13
162	13
163	2
164	7
165	15
166	16
167	9
168	6
169	7
170	4
171	1
172	8
173	7
174	12
175	12
176	13
177	8
178	10
179	2
180	3
181	16
182	11
183	8
184	15
185	1
186	4
187	7
188	13
189	2
190	7
191	9
192	14
193	2
194	9
195	3
196	4
197	10
198	13
199	1
200	4
201	12
202	2
203	2
204	5
205	15
206	1
207	2
208	6
209	9
210	1
211	7
212	3
213	15
214	5
215	1
216	16
217	10
218	2
219	17
220	13
221	2
222	6
223	9
224	3
225	12
226	18
227	16
228	10
229	9
230	17
231	3
232	3
233	13
234	8
235	3
236	10
237	9
238	10
239	15
240	10
241	9
242	7
243	16
244	10
245	5
246	8
247	7
248	2
249	10
250	18
251	15
252	6
253	2
254	5
255	17
256	15
257	4
258	16
259	5
260	14
261	13
262	18
263	5
264	8
265	4
266	18
267	15
268	18
269	4
270	15
271	7
272	18
273	8
274	12
275	10
276	3
277	2
278	1
279	3
280	16
281	9
282	17
283	5
284	18
285	1
286	5
287	8
288	12
289	6
290	4
291	2
292	16
293	4
294	7
295	3
296	7
297	5
298	12
299	3
300	17
301	14
302	7
303	11
304	2
305	13
306	1
307	9
308	2
309	4
310	4
311	7
312	18
313	7
314	2
315	6
316	3
317	6
318	6
319	3
320	13
321	17
322	4
323	14
324	12
325	5
326	5
327	14
328	1
329	17
330	15
331	5
332	2
333	4
334	1
335	9
336	7
337	4
338	7
339	1
340	8
341	18
342	5
343	1
344	18
345	11
346	7
347	9
348	16
349	13
350	8
351	1
352	11
353	8
354	13
355	7
356	3
357	5
358	3
359	5
360	16
361	16
362	13
363	7
364	10
365	2
366	17
367	4
368	5
369	10
370	10
371	9
372	10
373	14
374	13
375	8
376	12
377	6
378	4
379	13
380	2
381	18
382	8
383	2
384	8
385	11
386	1
387	13
388	7
389	3
390	2
391	4
392	16
393	11
394	1
395	9
396	16
397	11
398	5
399	5
400	7
401	4
402	3
403	8
404	6
405	15
406	7
407	17
408	2
409	11
410	9
411	7
412	3
413	1
414	4
415	11
416	18
417	10
418	15
419	2
420	2
421	13
422	9
423	7
424	5
425	8
426	2
427	6
428	4
429	17
430	2
431	12
432	14
433	16
434	1
435	3
436	2
437	3
438	13
439	5
440	17
441	4
442	16
443	10
444	8
445	2
446	18
447	6
448	14
449	1
450	3
451	1
452	2
453	17
454	5
455	5
456	7
457	12
458	17
459	6
460	5
461	6
462	1
463	5
464	18
465	4
466	9
467	14
468	2
469	8
470	2
471	8
472	16
473	10
474	7
475	7
476	6
477	8
478	9
479	1
480	3
481	12
482	2
483	5
484	4
485	1
486	14
487	10
488	10
489	2
490	10
491	12
492	15
493	2
494	3
495	1
496	13
497	3
498	2
499	3
500	3
501	3
502	4
503	3
504	17
505	17
506	2
507	11
508	10
509	12
510	5
511	1
512	4
513	13
514	2
515	4
516	2
517	6
518	8
519	4
520	11
521	7
522	12
523	1
524	16
525	7
526	1
527	8
528	10
529	9
530	16
531	11
532	5
533	11
534	8
535	8
536	13
537	3
538	18
539	4
540	4
541	8
542	8
543	17
544	14
545	9
546	13
547	1
548	11
549	3
550	17
551	12
552	3
553	15
554	6
555	14
556	5
557	8
558	5
559	12
560	2
561	8
562	9
563	14
564	16
565	15
566	8
567	11
568	11
569	11
570	3
571	3
572	4
573	6
574	10
575	6
576	5
577	1
578	8
579	8
580	17
581	4
582	17
583	2
584	16
585	11
586	6
587	3
588	10
589	9
590	2
591	2
592	10
593	7
594	10
595	4
596	3
597	11
598	2
599	11
600	18
601	10
602	15
603	9
604	5
605	4
606	2
607	6
608	13
609	14
610	1
611	16
612	2
613	12
614	15
615	9
616	1
617	3
618	5
619	15
620	7
621	10
622	18
623	15
624	7
625	14
626	13
627	5
628	6
629	5
630	1
631	8
632	17
633	15
634	2
635	16
636	7
637	11
638	1
639	3
640	12
641	18
642	11
643	2
644	1
645	4
646	13
647	15
648	2
649	14
650	2
651	6
652	14
653	8
654	2
655	5
656	11
657	7
658	10
659	8
660	5
661	8
662	2
663	3
664	10
665	1
666	13
667	18
668	2
669	18
670	7
671	1
672	13
673	11
674	11
675	1
676	1
677	9
678	15
679	9
680	17
681	8
682	4
683	3
684	14
685	3
686	14
687	2
688	10
689	10
690	6
691	8
692	2
693	10
694	3
695	16
696	14
697	16
698	6
699	14
700	4
701	2
702	2
703	2
704	11
705	1
706	3
707	2
708	12
709	14
710	12
711	11
712	9
713	11
714	7
715	2
716	2
717	17
718	13
719	15
720	2
721	9
722	10
723	12
724	8
725	1
726	10
727	2
728	9
729	9
730	18
731	1
732	3
733	7
734	9
735	7
736	9
737	16
738	15
739	18
740	13
741	12
742	17
743	14
744	2
745	1
746	4
747	3
748	6
749	9
750	3
751	8
752	7
753	6
754	10
755	6
756	15
757	17
758	7
759	2
760	10
761	8
762	3
763	16
764	5
765	5
766	12
767	7
768	9
769	1
770	16
771	14
772	5
773	17
774	18
775	2
776	4
777	2
778	12
779	11
780	4
781	16
782	7
